,clean_tweets,prediction,language,confidence
747,Celebrating Peter Shankmans book release  YOTEL New York  yotelhq w kirashalom httptcoackNfQX,"('en', 0.9032339453697205)",en,0.9032339453697205
750,The Evil Dead was the goriest movie Ive seen by far EvilDead,"('en', 0.9949039220809937)",en,0.9949039220809937
751,Kateturner I didnt know my Mum was in Southend today,"('en', 0.9871710538864136)",en,0.9871710538864136
752,suzieeebeee omgeeee why are you up right now nI thought I was the only crazy one Lol,"('en', 0.9660081267356873)",en,0.9660081267356873
755,How do you write about something called Zen Arcade and not talk about Husker Du This legitimately bums me out,"('en', 0.9843129515647888)",en,0.9843129515647888
758,Jorgeeeeeeee iSeek,"('en', 0.5633858442306519)",en,0.5633858442306519
766,I can be the nicest person  but when you run across me to many time  that NICE SHIT RUN OUT ,"('en', 0.9904837608337402)",en,0.9904837608337402
768,HannahhElainee hahaha i lived alone this year I can protect us,"('en', 0.9629524350166321)",en,0.9629524350166321
769,I did horrible,"('en', 0.9972139000892639)",en,0.9972139000892639
771,dirtyboynow would love to see you bend over  ,"('en', 0.9762561917304993)",en,0.9762561917304993
772,Im just a soul whos intentions are good ,"('en', 0.7564278244972229)",en,0.7564278244972229
773,Blake Shelton is a tall glass of water,"('en', 0.9786012768745422)",en,0.9786012768745422
778,One season doesnt prove jack shit need more than that to say your a better team than others,"('en', 0.9877282977104187)",en,0.9877282977104187
785,Cant wait to see you c,"('en', 0.5407626628875732)",en,0.5407626628875732
786,Heart to hearts with my mum ,"('en', 0.9441347718238831)",en,0.9441347718238831
787,Im at Pça XV httptcoyrMhqCC,"('en', 0.5050706267356873)",en,0.5050706267356873
788,Hosting open mic tonight from  All yall sangerscmon out m  Crooked Ferret httptcoroPACERCbr,"('en', 0.7150630950927734)",en,0.7150630950927734
789,LMFAOO we went from Playfighting to WorldstarHipHop in  seconds ,"('en', 0.9646615386009216)",en,0.9646615386009216
793,“edsheeran Whoop” there it is,"('en', 0.918062150478363)",en,0.918062150478363
798,More rain water damage ServiceMaster Advantage is here to help   Servicemaster Advantage httptcolfLetvT,"('en', 0.8493795394897461)",en,0.8493795394897461
800,Am so dark now the sun in this country though,"('en', 0.9026740789413452)",en,0.9026740789413452
804,ToxicToothFairy madelny addypink Thatd be fun actually lol,"('en', 0.7595073580741882)",en,0.7595073580741882
820,EricaSchuman thanks I havent even seen my tabs yet though,"('en', 0.9748128652572632)",en,0.9748128652572632
822,I catch mines you catch yours we both happy,"('en', 0.9630113840103149)",en,0.9630113840103149
825,Woahanother pt play,"('en', 0.8413043022155762)",en,0.8413043022155762
826,Wind  mph ENE Barometer  in Falling quickly Temperature  °F Rain today  in Humidity ,"('en', 0.812640368938446)",en,0.812640368938446
827,This is how Majors are supposed to be majorpressure,"('en', 0.9689240455627441)",en,0.9689240455627441
828,I havent spoken to my grandma since our argument but Im not apologizing for what I said because its how I feel,"('en', 0.9792342782020569)",en,0.9792342782020569
831,HoesHateDetDet Goodmorning Boo ,"('en', 0.6542811393737793)",en,0.6542811393737793
834,Its better to hold your tongue than to say something you regret Be quick to listen slow to speak and slow to get angry,"('en', 0.9556640386581421)",en,0.9556640386581421
835,claytonn haha you should buy me something Lol,"('en', 0.8810080289840698)",en,0.8810080289840698
836,So Hungry,"('en', 0.6320570111274719)",en,0.6320570111274719
837,AsiaRedd  The Block ,"('en', 0.6992322206497192)",en,0.6992322206497192
839,JaCarRiA well it would a beau if u followed and listened to the music,"('en', 0.9881183505058289)",en,0.9881183505058289
841,CHoskins theyre sending me a new one,"('en', 0.815463125705719)",en,0.815463125705719
842,Truth has been told jaymon Millard west faggot wants to fight me he says,"('en', 0.9998105764389038)",en,0.9998105764389038
843,Such a nice day for outdoor activities ,"('en', 0.8882873058319092)",en,0.8882873058319092
847,jacquelineMjos morning xx,"('en', 0.5419270992279053)",en,0.5419270992279053
852,I wasnt even talking about you shut the fuck up I will ruin everything for you,"('en', 0.9341091513633728)",en,0.9341091513633728
854,sleazysance hard,"('en', 0.5140830278396606)",en,0.5140830278396606
863,Been in the car all night Stopping to eat at Cracker Barrel Its getting more unFlorida with… httptcoJXcjLlsi,"('en', 0.757174015045166)",en,0.757174015045166
865,Getting more drunk cause that makes me happeeeeeh lmao,"('en', 0.9920653700828552)",en,0.9920653700828552
866, of the San Antonios Trending Topics for Thursday  were hashtags httptconyOvzAuTd,"('en', 0.9841541051864624)",en,0.9841541051864624
878,modahir hate that,"('en', 0.9696305394172668)",en,0.9696305394172668
882,ThinkFirst Sure but if pro life people say he said that then the burden is on them to show what he said Stephanenny YouthDefence,"('en', 0.9905473589897156)",en,0.9905473589897156
884,I always liked Monte Elliss game,"('en', 0.9471197724342346)",en,0.9471197724342346
889,listen to that Intro off dat Touch Money Forever mixtape by my nigga HotBoyBillz,"('en', 0.6877917051315308)",en,0.6877917051315308
891,Okay clearly these scout paper towel people have not met me Or lived with me No paper is cleaning up my destruction ,"('en', 0.9851873517036438)",en,0.9851873517036438
892,I would have fd Joseline up but thats just me lol,"('en', 0.998421847820282)",en,0.998421847820282
896,TaylerEpton when you want to book Venice,"('en', 0.9834133982658386)",en,0.9834133982658386
898,XxAbelsxX Annabel Jones Laurie What would your father say haha P xx,"('en', 0.980222761631012)",en,0.980222761631012
899,A penis lives a sad life His hair is a mess his family is nuts his neighbor is an asshole best friend is a pussy and his owner beats him,"('en', 0.9987828731536865)",en,0.9987828731536865
900,iMustRelate First dates are awkward first kisses are heavenly first love is irreplaceable and first heartbreaks are unforgettable,"('en', 0.964462399482727)",en,0.964462399482727
901,Oh my god Bryce Harper absolutely rakes every single plate appearance,"('en', 0.8561447262763977)",en,0.8561447262763977
903,Omg there is civilization in this airport a janitor,"('en', 0.9786761403083801)",en,0.9786761403083801
904,I hate when guys give me so much attention to where its overbearing and then a day or two after nothing They basically ignore me,"('en', 0.9791578650474548)",en,0.9791578650474548
907,I will not tweet about the weather for the rest of this terrible scorching summer,"('en', 0.7978147268295288)",en,0.7978147268295288
913,I would wear a hat everyday if I could,"('en', 0.9937926530838013)",en,0.9937926530838013
915,Mmmm nice httptcoWOsvjBFRX,"('en', 0.7255289554595947)",en,0.7255289554595947
926,and yu know what Im happy being single ,"('en', 0.9447616934776306)",en,0.9447616934776306
932,EmblemThree you guys are adorable,"('en', 0.8992534875869751)",en,0.8992534875869751
934,Kendime yeni gozluk aldim httptcoyciQATcNdO,"('en', 0.5128442049026489)",en,0.5128442049026489
943,I wish my major was English or journalism now this professor be on that bullshit,"('en', 0.9699901342391968)",en,0.9699901342391968
945,aoifemcgrath hahahaha I was just thinking that,"('en', 0.9922932982444763)",en,0.9922932982444763
946,Praymadrid for final wembley o,"('en', 0.5482209920883179)",en,0.5482209920883179
948,Only  draws and  defeats the whole season Scored  conceded ,"('en', 0.9736115336418152)",en,0.9736115336418152
953,Pinche solazo  San Antonio Soccer w  others httptcoMlzZiTc,"('en', 0.549065351486206)",en,0.549065351486206
961,Just got a marketing email from Navii addressed to Dear Example Forename Fail,"('en', 0.7043163180351257)",en,0.7043163180351257
962,The breakfast club is sucha classic,"('en', 0.7227396965026855)",en,0.7227396965026855
965,Where can I get cute iPhone  phone cases replytothis lmk,"('en', 0.9474395513534546)",en,0.9474395513534546
967,I think micky adams was right givin peopke contratcs but thanjs to the four who avernt,"('en', 0.9840465188026428)",en,0.9840465188026428
969,LounaTF bah t as changé d avis ,"('en', 0.8808385729789734)",en,0.8808385729789734
980,It was a good night ,"('en', 0.9989635944366455)",en,0.9989635944366455
981,snowy Sharonross wish it was u in my bed snowball notthatlucky,"('en', 0.9544708132743835)",en,0.9544708132743835
989,iKrwcial album The Heart of War drops today Yall go get it show some love Outlander,"('en', 0.9414539933204651)",en,0.9414539933204651
990,Beach babes with hollygirl  The Beach  th amp Collins httptcotKSweiAWB,"('en', 0.7155367136001587)",en,0.7155367136001587
993,CookingTy Get out your feelings girl I was joking,"('en', 0.9759443998336792)",en,0.9759443998336792
994,hale so in this case yes you are special,"('en', 0.9536359310150146)",en,0.9536359310150146
1001,kristenbaxterr thats what Im saying,"('en', 0.7531195282936096)",en,0.7531195282936096
1005,would LUV the nite off BUT cannot make the  that waybringit,"('en', 0.9843702912330627)",en,0.9843702912330627
1008,thepugsmummy kennymichelle hahahaaaaaa aaahhhhhhh man,"('en', 0.5134555697441101)",en,0.5134555697441101
1009,katiehogan stephguillotte  I need to see this Where we at,"('en', 0.8136655688285828)",en,0.8136655688285828
1012,“WarrenBuffett Read my new essay on why women are key to Americas prosperity httptcoCLixEUlX” mustread,"('en', 0.778944730758667)",en,0.778944730758667
1013,Great folks and great crowd at SocialMediaPalmCoast this morning  Arnies Grille on Golf Course … httptcofbUgrhWsHM,"('en', 0.7621254324913025)",en,0.7621254324913025
1016,PungkiDiaz he dek,"('en', 0.7990134954452515)",en,0.7990134954452515
1021,Oh well Ive already ruined everything in my life,"('en', 0.887355625629425)",en,0.887355625629425
1023,ashlelauren well darn I didnt get there till  haha ,"('en', 0.8669047951698303)",en,0.8669047951698303
1024,toneitup I just had so much fun on beach walk with my Fav Beach Babe amp Tone It Up Partner… httptcoSmclnnoXX,"('en', 0.9799900054931641)",en,0.9799900054931641
1029,Okee hahaa D,"('en', 0.7159278392791748)",en,0.7159278392791748
1032,LilMissNYJet thats what leads me to believe its Joe,"('en', 0.9919499158859253)",en,0.9919499158859253
1033,kiddohmonstuhh it is lol ,"('en', 0.94400554895401)",en,0.94400554895401
1037,shannonmignano why is vegetables your header freak,"('en', 0.779938280582428)",en,0.779938280582428
1038,TGF gathering weekly at Sunny  Cafe — httptcothJYLDCg,"('en', 0.6116873621940613)",en,0.6116873621940613
1039,If you can never love you can never hate,"('en', 0.9394152164459229)",en,0.9394152164459229
1043,rororoderick The Soviet Union,"('en', 0.7738067507743835)",en,0.7738067507743835
1048,jonnypeacock fair enough haha,"('en', 0.8598989844322205)",en,0.8598989844322205
1049,xbackoffbitch lol Im still proud to own it HAHAHAHAHA,"('en', 0.8152955174446106)",en,0.8152955174446106
1055,morning world happy tuesday,"('en', 0.8250847458839417)",en,0.8250847458839417
1057,Gonna grill some big ole ribs tonight Score,"('en', 0.9427961111068726)",en,0.9427961111068726
1058,these niggas is hoes  but just dressed in mens clothes ,"('en', 0.9837086796760559)",en,0.9837086796760559
1068,My stomach hurts from coughing so much ,"('en', 0.9827922582626343)",en,0.9827922582626343
1074,therealjwheaty so funni,"('en', 0.5042791366577148)",en,0.5042791366577148
1076,Fudge is too sweet for me ,"('en', 0.9915685057640076)",en,0.9915685057640076
1081,Im at Academia Mix Fighting Assis SP httptcoZkpvLGfDpG,"('en', 0.7299513220787048)",en,0.7299513220787048
1082,Why are they so fat  my sister on the AI contestants,"('en', 0.9923573732376099)",en,0.9923573732376099
1084,Frosted flakes in bed ,"('en', 0.9471081495285034)",en,0.9471081495285034
1087,I have a Note in my phone that just says make an mmmmbop remix  Idk what level I was on to think that was a good idea but heyyy why not,"('en', 0.9980243444442749)",en,0.9980243444442749
1095,Thx same  u gabyGjolie dekebridges AmitVTweets carolynwells MMediaCEO CiphrHRSoftware,"('en', 0.7741169929504395)",en,0.7741169929504395
1097,DenLowery jcgrayum but  pounds on you is good Your not big at all Heck you may be to small now Lol,"('en', 0.938263475894928)",en,0.938263475894928
1101,Shouldve left when I had time,"('en', 0.979994535446167)",en,0.979994535446167
1106,When the desert gets to your headdrink wine and eat pbampj fml httptcoVeDHQXcbw,"('en', 0.8414384722709656)",en,0.8414384722709656
1110,LeonardoDePiers Ikrrrrrrrrr its been awhile those precious childhood memories Awwwwww ,"('en', 0.9202375411987305)",en,0.9202375411987305
1113,Stupid bitch posting about women who dont have to be half naked to impress a man stay classy we all know youre a tramp sit tf down,"('en', 0.8638377785682678)",en,0.8638377785682678
1114,It doesnt matter who am i in the pastbut it does matter who am i in the future  determination n courage change everything ,"('en', 0.9209221005439758)",en,0.9209221005439758
1116,a pillow is sounding pretty damn good right now,"('en', 0.8871625065803528)",en,0.8871625065803528
1117,SkyscraperNora at  am hahahahahahahahahahaha,"('en', 0.8240736126899719)",en,0.8240736126899719
1119,Its never good enough,"('en', 0.8878181576728821)",en,0.8878181576728821
1120,AleviateArts if games consoles stuck to gaming wed be like  years more advanced lol,"('en', 0.915155291557312)",en,0.915155291557312
1121,Yep I totally do this httptcoeucMMBdkcF,"('en', 0.6523506045341492)",en,0.6523506045341492
1122,When you know theres nothing you can do ltltltlt,"('en', 0.901534378528595)",en,0.901534378528595
1124,tariqbryant nope  I need this for  more weeks lol,"('en', 0.8880027532577515)",en,0.8880027532577515
1128,Karli gets to pick out a pink gun today roadtrip,"('en', 0.6862348914146423)",en,0.6862348914146423
1129,Hes my sun he makes me shine like diamonds,"('en', 0.9832818508148193)",en,0.9832818508148193
1130,Do you know why this movie didnt win best picture NO CROTCHLESS YOGA PANTS,"('en', 0.9083743691444397)",en,0.9083743691444397
1132,I work way too much Lol but this money Im making between my  jobs cash flow,"('en', 0.9811009168624878)",en,0.9811009168624878
1134,tbt the good ´ole days with Liz and Court  new jersey httptcoMTOhOVTLI,"('en', 0.8535643815994263)",en,0.8535643815994263
1135,Sudah tiada rifkipradika Okedonggggg RT TantanHaPe Naek sapeda meren tikusruk rifkipradika Gimana kalo tukang posnya,"('en', 0.617465078830719)",en,0.617465078830719
